event,stadium,city,event_date,olympic,name,country,born,gender,place,age
100/110 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Priscilla Lopes-Schliep,CAN,1982-08-26,Female,3,26.0
100/110 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Brigita Bukovec,SLO,1970-05-21,Female,2,26.213698630136985
100/110 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Claudia Zaczkiewicz,FRG,1962-07-04,Female,3,26.26027397260274
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Tatyana Anisimova,URS,1949-10-19,Female,2,26.794520547945204
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Nataliya Lebedeva,URS,1949-08-24,Female,3,26.947945205479453
100/110 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Yordanka Donkova,BUL,1961-09-28,Female,1,27.024657534246575
100/110 metres Hurdles,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Vera Komisova,URS,1953-06-11,Female,1,27.147945205479452
100/110 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Voula Patoulidou,GRE,1965-03-29,Female,1,27.375342465753423
100/110 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Joanna Hayes,USA,1976-12-23,Female,1,27.687671232876713
100/110 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Michèle Chardonnet,FRA,1956-10-27,Female,3,27.805479452054794
100/110 metres Hurdles,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Johanna Schaller-Klier,GDR,1952-09-13,Female,2,27.89041095890411
100/110 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Olena Ovcharova-Krasovska,UKR,1976-08-17,Female,2,28.03835616438356
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Dawn Harper,USA,1984-05-13,Female,2,28.254794520547946
100/110 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Patricia Girard-Léno,FRA,1968-04-08,Female,3,28.33150684931507
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Melissa Morrison,USA,1971-07-09,Female,3,29.24109589041096
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Kellie Wells,USA,1982-07-16,Female,3,30.08219178082192
100/110 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Yordanka Donkova,BUL,1961-09-28,Female,3,30.876712328767123
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Olga Shishigina,KAZ,1968-12-23,Female,1,31.783561643835615
100/110 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Ludmila Narozhilenko-Engquist,URS,1964-04-21,Female,1,32.298630136986304
100/110 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Melissa Morrison,USA,1971-07-09,Female,3,33.15068493150685
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-08,1972 München Summer Games,Karin Richert-Balzer,GER,1938-06-05,Female,3,34.28493150684932
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Nawal El-Moutawakel,MAR,1962-04-15,Female,1,22.33150684931507
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Tatyana Ledovskaya,URS,1966-05-21,Female,2,22.372602739726027
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Christeana Cojocaru,ROU,1962-01-02,Female,3,22.613698630136987
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Judi Brown,USA,1961-07-14,Female,2,23.084931506849315
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Janeene Vickers,USA,1968-12-03,Female,3,23.687671232876713
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-25,2004 Athina Summer Games,Fani Khalkia,GRE,1979-02-02,Female,1,25.578082191780823
400 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-20,2008 Beijing Summer Games,Melaine Walker,JAM,1983-01-01,Female,1,25.65205479452055
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-08,2012 London Summer Games,Zuzana Hejnová,CZE,1986-12-19,Female,3,25.654794520547945
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Tonja Buford-Bailey,USA,1970-11-13,Female,3,25.731506849315068
400 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-20,2008 Beijing Summer Games,Sheena Johnson-Tosta,USA,1982-10-01,Female,2,25.904109589041095
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Sally Gunnell,GBR,1966-07-29,Female,1,26.03835616438356
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Kim Batten,USA,1969-03-29,Female,2,27.35890410958904
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Deon Hemmings,JAM,1968-10-09,Female,1,27.827397260273973
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Debbie Flintoff-King,AUS,1960-04-20,Female,1,28.46027397260274
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-25,2004 Athina Summer Games,Ionela Târlea-Manolache,ROU,1976-02-09,Female,2,28.561643835616437
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-08,2012 London Summer Games,Lashinda Demus,USA,1983-03-10,Female,2,29.435616438356163
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Ellen Fiedler,GDR,1958-11-26,Female,3,29.86027397260274
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Sandra Farmer-Patrick,JAM,1962-08-18,Female,2,29.986301369863014
400 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-20,2008 Beijing Summer Games,Tasha Danvers,GBR,1977-09-19,Female,3,30.93972602739726
400 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Nezha Bidouane,MAR,1969-09-18,Female,3,31.046575342465754
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-08,2012 London Summer Games,Nataliya Antyukh,RUS,1981-06-26,Female,1,31.13972602739726
400 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Irina Privalova,EUN,1968-11-12,Female,1,31.895890410958906
400 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Deon Hemmings,JAM,1968-10-09,Female,2,31.98904109589041
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-25,2004 Athina Summer Games,Tetiana Tereshchuk-Antypova,UKR,1969-10-11,Female,3,34.895890410958906
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Sofia Assefa,ETH,1987-11-14,Female,3,24.745205479452054
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Yuliya Zaripova,RUS,1986-04-26,Female,1,26.2986301369863
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-17,2008 Beijing Summer Games,Eunice Jepkorir,KEN,1982-02-17,Female,2,26.515068493150686
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Habiba Al-Ghribi-Boudra,TUN,1984-04-09,Female,2,28.345205479452055
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-17,2008 Beijing Summer Games,Gulnara Samitova-Galkina,RUS,1978-07-09,Female,1,30.12876712328767
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-17,2008 Beijing Summer Games,Yekaterina Volkova,RUS,1978-02-16,Female,3,30.52054794520548
20 kilometres Walk,"The Mall, London","London, Great Britain",2012-08-11,2012 London Summer Games,Yelena Lashmanova,RUS,1992-04-09,Female,1,20.353424657534248
20 kilometres Walk,"The Mall, London","London, Great Britain",2012-08-11,2012 London Summer Games,Qieyang Shenjie,CHN,1990-11-11,Female,3,21.764383561643836
20 kilometres Walk,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Athanasia Tsoumeleka,GRE,1982-01-02,Female,1,22.654794520547945
20 kilometres Walk,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Olga Kaniskina,RUS,1985-01-19,Female,1,23.602739726027398
20 kilometres Walk,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,Wang Liping,CHN,1976-07-08,Female,1,24.24109589041096
20 kilometres Walk,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,María Vascó,ESP,1975-12-26,Female,3,24.775342465753425
20 kilometres Walk,"The Mall, London","London, Great Britain",2012-08-11,2012 London Summer Games,Olga Kaniskina,RUS,1985-01-19,Female,2,27.578082191780823
20 kilometres Walk,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Elisa Rigaudo,ITA,1980-06-17,Female,3,28.197260273972603
20 kilometres Walk,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,Kjersti Tysse-Plätzer,NOR,1972-01-18,Female,2,28.715068493150685
20 kilometres Walk,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Jane Saville,AUS,1974-11-05,Female,3,29.81917808219178
20 kilometres Walk,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Olimpiada Ivanova,RUS,1970-08-26,Female,2,34.016438356164386
20 kilometres Walk,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Kjersti Tysse-Plätzer,NOR,1972-01-18,Female,2,36.61643835616438
High Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Ulrike Meyfarth,FRG,1956-05-04,Female,1,16.34794520547945
High Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-09,1936 Berlin Summer Games,Dorothy Odam-Tyler,GBR,1920-03-14,Female,2,16.416438356164385
High Jump,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-05,1928 Amsterdam Summer Games,Lien Gisolf,NED,1910-07-13,Female,2,18.076712328767123
High Jump,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-17,1968 Ciudad de México Summer Games,Miloslava Hübnerová-Rezková,TCH,1950-07-22,Female,1,18.252054794520546
High Jump,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-17,1968 Ciudad de México Summer Games,Valentyna Kozyr,URS,1950-04-25,Female,3,18.493150684931507
High Jump,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-26,1980 Moskva Summer Games,Urszula Kielan,POL,1960-10-10,Female,2,19.805479452054794
High Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-07,1932 Los Angeles Summer Games,Eva Dawes,CAN,1912-09-17,Female,3,19.9013698630137
High Jump,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-08,1992 Barcelona Summer Games,Ioamnet Quintero,CUB,1972-09-08,Female,3,19.92876712328767
High Jump,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-05,1928 Amsterdam Summer Games,Ethel Catherwood,CAN,1908-04-28,Female,1,20.284931506849315
High Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-12-01,1956 Melbourne Summer Games,Thelma Hopkins,GBR,1936-03-16,Female,2,20.726027397260275
High Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-07,1932 Los Angeles Summer Games,Jean Shiley,USA,1911-11-20,Female,1,20.72876712328767
High Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-07,1932 Los Angeles Summer Games,Babe Didrikson,USA,1911-06-26,Female,2,21.13150684931507
High Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-08,1960 Roma Summer Games,Dorothy Shirley,GBR,1939-05-15,Female,2,21.334246575342465
High Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-09,1936 Berlin Summer Games,Ibolya Csák,HUN,1915-01-06,Female,1,21.605479452054794
High Jump,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-11,2012 London Summer Games,Brigetta Barrett,USA,1990-12-24,Female,2,21.646575342465752
High Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-09,1936 Berlin Summer Games,Elfriede Kaun,GER,1914-10-05,Female,3,21.86027397260274
High Jump,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Hestrie Storbeck-Cloete,RSA,1978-08-26,Female,2,22.112328767123287
High Jump,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-28,2004 Athina Summer Games,Yelena Slesarenko,RUS,1982-02-28,Female,1,22.512328767123286
High Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-12-01,1956 Melbourne Summer Games,Mariya Pisareva,URS,1934-04-09,Female,2,22.663013698630138
High Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-12-01,1956 Melbourne Summer Games,Millie McDaniel,USA,1933-11-04,Female,1,23.09041095890411
High Jump,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-08,1992 Barcelona Summer Games,Alina Astafei,ROU,1969-06-07,Female,2,23.186301369863013
High Jump,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Sara Simeoni,ITA,1953-04-19,Female,2,23.29041095890411
High Jump,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Stefka Kostadinova,BUL,1965-03-25,Female,2,23.534246575342465
High Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-08,1960 Roma Summer Games,Jarosława Jóźwiakowska-Bieda,POL,1937-01-20,Female,2,23.649315068493152
High Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-08,1960 Roma Summer Games,Iolanda Balaş,ROU,1936-12-12,Female,1,23.756164383561643
High Jump,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-27,1952 Helsinki Summer Games,Sheila Lerwill,GBR,1928-08-16,Female,2,23.96164383561644
High Jump,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Kajsa Bergqvist,SWE,1976-10-12,Female,3,23.983561643835618
High Jump,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Rosie Witschas-Ackermann,GDR,1952-04-04,Female,1,24.33150684931507
High Jump,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-07,1948 London Summer Games,Alice Coachman,USA,1923-11-09,Female,1,24.76164383561644
High Jump,"Beijing National Stadium, Beijing","Beijing, China",2008-08-23,2008 Beijing Summer Games,Blanka Vlašić,CRO,1983-11-08,Female,2,24.80821917808219
High Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Ilona Gusenbauer,AUT,1947-09-16,Female,3,24.986301369863014
High Jump,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-15,1964 Tokyo Summer Games,Michele Mason-Brown,AUS,1939-07-03,Female,2,25.304109589041097
High Jump,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-07,1948 London Summer Games,Micheline Ostermeyer,FRA,1922-12-23,Female,3,25.64109589041096
High Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Yordanka Blagoeva,BUL,1947-01-19,Female,2,25.643835616438356
High Jump,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-26,1980 Moskva Summer Games,Jutta Kirst,GDR,1954-11-10,Female,3,25.726027397260275
High Jump,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-28,2004 Athina Summer Games,Hestrie Storbeck-Cloete,RSA,1978-08-26,Female,2,26.024657534246575
High Jump,"Beijing National Stadium, Beijing","Beijing, China",2008-08-23,2008 Beijing Summer Games,Anna Chicherova,RUS,1982-07-22,Female,3,26.106849315068494
